Admission No,Student Name,Class,Term,Year,Subject,Score,Grade,Class Rank,Teacher Comment
ADM-1450,Irene Njenga,Grade 7 B,Term 1,2026,Agriculture & Nutrition,77,A-,5,Shows understanding of key concepts.
ADM-1450,Irene Njenga,Grade 7 B,Term 1,2026,Home Science,73,B+,6,Steady progress. Do more revision.
ADM-1450,Irene Njenga,Grade 7 B,Term 1,2026,Computer Science,90,A,3,Needs significant improvement. Revise earlier topics.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,English,86,A,3,Very good performance. Focus on the few weak areas.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Kiswahili,94,A,1,Excellent work. Keep it up!
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Mathematics,97,A,1,Very good performance. Focus on the few weak areas.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Integrated Science,80,A,4,Average. Put more effort into homework.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Social Studies,77,A-,5,Steady progress. Do more revision.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Pre-Technical & Pre-Career Studies,92,A,2,Excellent work. Keep it up!
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Religious Education,87,A,2,Good effort. Can improve with more practice.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Life Skills Education,70,B+,8,Average. Put more effort into homework.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Creative Arts & Sports,94,A,2,Very good performance. Focus on the few weak areas.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Agriculture & Nutrition,88,A,3,Steady progress. Do more revision.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Home Science,72,B+,7,Very good performance. Focus on the few weak areas.
ADM-1451,Mercy Auma,Grade 7 B,Term 1,2026,Computer Science,86,A,4,Below average. Extra tuition recommended.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,English,64,B-,11,Steady progress. Do more revision.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Kiswahili,63,B-,14,Very good performance. Focus on the few weak areas.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Mathematics,57,C+,15,Average. Put more effort into homework.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Integrated Science,58,C+,16,Very good performance. Focus on the few weak areas.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Social Studies,63,B-,13,Good effort. Can improve with more practice.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Pre-Technical & Pre-Career Studies,48,C-,18,Very good performance. Focus on the few weak areas.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Religious Education,61,B-,11,Excellent work. Keep it up!
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Life Skills Education,47,C-,17,Average. Put more effort into homework.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Creative Arts & Sports,60,B-,13,Excellent work. Keep it up!
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Agriculture & Nutrition,57,C+,14,Satisfactory. Needs consistent practice.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Home Science,69,B,10,Steady progress. Do more revision.
ADM-1452,Victor Barasa,Grade 7 B,Term 1,2026,Computer Science,58,C+,15,Satisfactory. Needs consistent practice.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,English,91,A,2,Needs significant improvement. Revise earlier topics.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Kiswahili,78,A-,5,Excellent work. Keep it up!
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Mathematics,80,A,5,Steady progress. Do more revision.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Integrated Science,86,A,3,Needs significant improvement. Revise earlier topics.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Social Studies,77,A-,6,Steady progress. Do more revision.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Pre-Technical & Pre-Career Studies,80,A,6,Excellent work. Keep it up!
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Religious Education,72,B+,8,Satisfactory. Needs consistent practice.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Life Skills Education,85,A,2,Satisfactory. Needs consistent practice.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Creative Arts & Sports,83,A,6,Below average. Extra tuition recommended.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Agriculture & Nutrition,70,B+,8,Steady progress. Do more revision.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Home Science,68,B,11,Very good performance. Focus on the few weak areas.
ADM-1453,Zipporah Nzomo,Grade 7 B,Term 1,2026,Computer Science,80,A,7,Good effort. Can improve with more practice.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,English,55,C+,15,Average. Put more effort into homework.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Kiswahili,71,B+,11,Average. Put more effort into homework.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Mathematics,61,B-,13,Excellent work. Keep it up!
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Integrated Science,60,B-,13,Good effort. Can improve with more practice.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Social Studies,56,C+,17,Satisfactory. Needs consistent practice.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Pre-Technical & Pre-Career Studies,75,A-,9,Shows understanding of key concepts.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Religious Education,54,C,16,Very good performance. Focus on the few weak areas.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Life Skills Education,51,C,15,Satisfactory. Needs consistent practice.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Creative Arts & Sports,52,C,18,Good effort. Can improve with more practice.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Agriculture & Nutrition,52,C,16,Steady progress. Do more revision.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Home Science,46,C-,17,Very good performance. Focus on the few weak areas.
ADM-1454,Eric Salim,Grade 7 B,Term 1,2026,Computer Science,65,B,11,Steady progress. Do more revision.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,English,51,C,17,Excellent work. Keep it up!
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Kiswahili,55,C+,15,Steady progress. Do more revision.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Mathematics,62,B-,12,Good effort. Can improve with more practice.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Integrated Science,58,C+,16,Very good performance. Focus on the few weak areas.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Social Studies,54,C,17,Satisfactory. Needs consistent practice.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,75,A-,7,Average. Put more effort into homework.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Religious Education,52,C,15,Excellent work. Keep it up!
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Life Skills Education,54,C,15,Average. Put more effort into homework.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Creative Arts & Sports,69,B,12,Excellent work. Keep it up!
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Agriculture & Nutrition,49,C-,17,Steady progress. Do more revision.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Home Science,61,B-,15,Very good performance. Focus on the few weak areas.
ADM-1455,Mercy Wafula,Grade 7 C,Term 1,2026,Computer Science,60,B-,13,Average. Put more effort into homework.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,English,67,B,10,Very good performance. Focus on the few weak areas.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Kiswahili,56,C+,14,Satisfactory. Needs consistent practice.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Mathematics,71,B+,8,Steady progress. Do more revision.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Integrated Science,61,B-,14,Very good performance. Focus on the few weak areas.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Social Studies,73,B+,9,Excellent work. Keep it up!
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,58,C+,14,Steady progress. Do more revision.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Religious Education,71,B+,6,Good effort. Can improve with more practice.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Life Skills Education,77,A-,5,Satisfactory. Needs consistent practice.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Creative Arts & Sports,75,A-,7,Average. Put more effort into homework.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Agriculture & Nutrition,70,B+,8,Very good performance. Focus on the few weak areas.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Home Science,67,B,13,Steady progress. Do more revision.
ADM-1456,Damaris Wanjiku,Grade 7 C,Term 1,2026,Computer Science,68,B,10,Satisfactory. Needs consistent practice.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,English,71,B+,8,Excellent work. Keep it up!
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Kiswahili,75,A-,6,Needs significant improvement. Revise earlier topics.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Mathematics,80,A,3,Shows understanding of key concepts.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Integrated Science,76,A-,5,Steady progress. Do more revision.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Social Studies,75,A-,8,Average. Put more effort into homework.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,79,A-,5,Shows understanding of key concepts.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Religious Education,64,B-,11,Good effort. Can improve with more practice.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Life Skills Education,69,B,10,Steady progress. Do more revision.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Creative Arts & Sports,81,A,4,Excellent work. Keep it up!
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Agriculture & Nutrition,87,A,3,Steady progress. Do more revision.
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Home Science,78,A-,4,Excellent work. Keep it up!
ADM-1457,Maureen Kipsang,Grade 7 C,Term 1,2026,Computer Science,82,A,3,Needs significant improvement. Revise earlier topics.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,English,61,B-,13,Good effort. Can improve with more practice.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Kiswahili,45,C-,16,Good effort. Can improve with more practice.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Mathematics,57,C+,14,Average. Put more effort into homework.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Integrated Science,69,B,10,Excellent work. Keep it up!
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Social Studies,64,B-,11,Good effort. Can improve with more practice.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,42,D+,18,Concept grasp is weak; repeat class exercises.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Religious Education,69,B,7,Excellent work. Keep it up!
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Life Skills Education,49,C-,16,Good effort. Can improve with more practice.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Creative Arts & Sports,58,C+,14,Good effort. Can improve with more practice.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Agriculture & Nutrition,64,B-,11,Very good performance. Focus on the few weak areas.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Home Science,59,C+,16,Satisfactory. Needs consistent practice.
ADM-1458,Tabitha Metto,Grade 7 C,Term 1,2026,Computer Science,58,C+,14,Average. Put more effort into homework.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,English,ABS,ABS,,Absent for the examination.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Kiswahili,57,C+,12,Excellent work. Keep it up!
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Mathematics,71,B+,9,Good effort. Can improve with more practice.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Integrated Science,71,B+,9,Average. Put more effort into homework.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Social Studies,66,B,10,Satisfactory. Needs consistent practice.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,81,A,4,Good effort. Can improve with more practice.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Religious Education,57,C+,14,Average. Put more effort into homework.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Life Skills Education,62,B-,12,Excellent work. Keep it up!
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Creative Arts & Sports,78,A-,6,Steady progress. Do more revision.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Agriculture & Nutrition,81,A,5,Performs well under guidance. Keep practising.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Home Science,73,B+,10,Average. Put more effort into homework.
ADM-1459,Felix Kamau,Grade 7 C,Term 1,2026,Computer Science,55,C+,15,Satisfactory. Needs consistent practice.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,English,77,A-,5,Good effort. Can improve with more practice.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Kiswahili,72,B+,8,Excellent work. Keep it up!
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Mathematics,72,B+,7,Average. Put more effort into homework.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Integrated Science,73,B+,8,Good effort. Can improve with more practice.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Social Studies,81,A,1,Below average. Extra tuition recommended.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,74,B+,10,Average. Put more effort into homework.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Religious Education,64,B-,12,Steady progress. Do more revision.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Life Skills Education,73,B+,7,Very good performance. Focus on the few weak areas.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Creative Arts & Sports,55,C+,16,Average. Put more effort into homework.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Agriculture & Nutrition,80,A,6,Average. Put more effort into homework.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Home Science,77,A-,6,Good effort. Can improve with more practice.
ADM-1460,Caleb Nzioka,Grade 7 C,Term 1,2026,Computer Science,75,A-,6,Performs well under guidance. Keep practising.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,English,75,A-,7,Good effort. Can improve with more practice.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Kiswahili,73,B+,7,Very good performance. Focus on the few weak areas.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Mathematics,89,A,1,Very good performance. Focus on the few weak areas.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Integrated Science,86,A,3,Satisfactory. Needs consistent practice.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Social Studies,76,A-,6,Very good performance. Focus on the few weak areas.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,75,A-,8,Below average. Extra tuition recommended.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Religious Education,75,A-,4,Good effort. Can improve with more practice.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Life Skills Education,68,B,11,Good effort. Can improve with more practice.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Creative Arts & Sports,64,B-,13,Very good performance. Focus on the few weak areas.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Agriculture & Nutrition,62,B-,13,Satisfactory. Needs consistent practice.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Home Science,86,A,2,Shows understanding of key concepts.
ADM-1461,Frank Tianai,Grade 7 C,Term 1,2026,Computer Science,87,A,2,Good effort. Can improve with more practice.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,English,64,B-,12,Excellent work. Keep it up!
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Kiswahili,57,C+,13,Good effort. Can improve with more practice.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Mathematics,56,C+,15,Satisfactory. Needs consistent practice.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Integrated Science,62,B-,11,Satisfactory. Needs consistent practice.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Social Studies,80,A,3,Good effort. Can improve with more practice.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,50,C,17,Excellent work. Keep it up!
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Religious Education,62,B-,13,Average. Put more effort into homework.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Life Skills Education,57,C+,13,Excellent work. Keep it up!
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Creative Arts & Sports,54,C,17,Excellent work. Keep it up!
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Agriculture & Nutrition,47,C-,18,Excellent work. Keep it up!
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Home Science,52,C,17,Good effort. Can improve with more practice.
ADM-1462,Sarah Ciawi,Grade 7 C,Term 1,2026,Computer Science,67,B,11,Good effort. Can improve with more practice.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,English,60,B-,14,Steady progress. Do more revision.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Kiswahili,45,C-,17,Good effort. Can improve with more practice.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Mathematics,45,C-,17,Excellent work. Keep it up!
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Integrated Science,62,B-,12,Excellent work. Keep it up!
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Social Studies,56,C+,16,Average. Put more effort into homework.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,54,C,16,Steady progress. Do more revision.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Religious Education,52,C,16,Steady progress. Do more revision.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Life Skills Education,45,C-,17,Good effort. Can improve with more practice.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Creative Arts & Sports,58,C+,15,Very good performance. Focus on the few weak areas.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Agriculture & Nutrition,59,C+,15,Average. Put more effort into homework.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Home Science,74,B+,9,Average. Put more effort into homework.
ADM-1463,Joyce Owino,Grade 7 C,Term 1,2026,Computer Science,47,C-,16,Steady progress. Do more revision.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,English,66,B,11,Excellent work. Keep it up!
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Kiswahili,59,C+,11,Good effort. Can improve with more practice.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Mathematics,51,C,16,Steady progress. Do more revision.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Integrated Science,51,C,17,Very good performance. Focus on the few weak areas.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Social Studies,59,C+,15,Average. Put more effort into homework.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,57,C+,15,Average. Put more effort into homework.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Religious Education,49,C-,17,Average. Put more effort into homework.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Life Skills Education,55,C+,14,Excellent work. Keep it up!
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Creative Arts & Sports,71,B+,9,Steady progress. Do more revision.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Agriculture & Nutrition,64,B-,12,Steady progress. Do more revision.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Home Science,63,B-,14,Satisfactory. Needs consistent practice.
ADM-1464,Edna Auma,Grade 7 C,Term 1,2026,Computer Science,47,C-,17,Steady progress. Do more revision.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,English,81,A,2,Good effort. Can improve with more practice.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Kiswahili,63,B-,10,Very good performance. Focus on the few weak areas.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Mathematics,62,B-,13,Good effort. Can improve with more practice.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Integrated Science,61,B-,15,Good effort. Can improve with more practice.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Social Studies,62,B-,14,Very good performance. Focus on the few weak areas.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,75,A-,9,Shows understanding of key concepts.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Religious Education,68,B,8,Average. Put more effort into homework.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Life Skills Education,72,B+,9,Excellent work. Keep it up!
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Creative Arts & Sports,70,B+,11,Steady progress. Do more revision.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Agriculture & Nutrition,70,B+,9,Very good performance. Focus on the few weak areas.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Home Science,68,B,12,Steady progress. Do more revision.
ADM-1465,Harrison Kinyua,Grade 7 C,Term 1,2026,Computer Science,65,B,12,Good effort. Can improve with more practice.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,English,81,A,3,Average. Put more effort into homework.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Kiswahili,88,A,2,Very good performance. Focus on the few weak areas.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Mathematics,67,B,11,Very good performance. Focus on the few weak areas.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Integrated Science,87,A,2,Steady progress. Do more revision.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Social Studies,79,A-,4,Good effort. Can improve with more practice.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,78,A-,6,Needs significant improvement. Revise earlier topics.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Religious Education,67,B,9,Excellent work. Keep it up!
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Life Skills Education,85,A,1,Good effort. Can improve with more practice.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Creative Arts & Sports,72,B+,8,Satisfactory. Needs consistent practice.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Agriculture & Nutrition,67,B,10,Good effort. Can improve with more practice.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Home Science,85,A,3,Performs well under guidance. Keep practising.
ADM-1466,Julius Kithinji,Grade 7 C,Term 1,2026,Computer Science,69,B,9,Steady progress. Do more revision.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,English,76,A-,6,Good effort. Can improve with more practice.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Kiswahili,91,A,1,Needs significant improvement. Revise earlier topics.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Mathematics,87,A,2,Shows understanding of key concepts.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Integrated Science,74,B+,6,Very good performance. Focus on the few weak areas.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Social Studies,81,A,2,Needs significant improvement. Revise earlier topics.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,88,A,2,Performs well under guidance. Keep practising.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Religious Education,74,B+,5,Good effort. Can improve with more practice.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Life Skills Education,85,A,2,Excellent work. Keep it up!
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Creative Arts & Sports,93,A,1,Below average. Extra tuition recommended.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Agriculture & Nutrition,88,A,2,Steady progress. Do more revision.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Home Science,75,A-,7,Steady progress. Do more revision.
ADM-1467,Hillary Kariuki,Grade 7 C,Term 1,2026,Computer Science,82,A,4,Very good performance. Focus on the few weak areas.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,English,58,C+,16,Satisfactory. Needs consistent practice.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Kiswahili,45,C-,18,Steady progress. Do more revision.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Mathematics,38,D,18,Homework not done regularly.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Integrated Science,45,C-,18,Good effort. Can improve with more practice.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Social Studies,32,D-,18,Struggles with this subject. Seek remedial help.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,64,B-,13,Satisfactory. Needs consistent practice.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Religious Education,49,C-,18,Average. Put more effort into homework.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Life Skills Education,44,D+,18,Lacks interest; encourage reading at home.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Creative Arts & Sports,43,D+,18,Concept grasp is weak; repeat class exercises.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Agriculture & Nutrition,51,C,16,Good effort. Can improve with more practice.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Home Science,33,D-,18,Frequent absenteeism is affecting performance.
ADM-1468,Lawrence Auma,Grade 7 C,Term 1,2026,Computer Science,34,D-,18,Frequent absenteeism is affecting performance.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,English,68,B,9,Good effort. Can improve with more practice.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Kiswahili,68,B,9,Good effort. Can improve with more practice.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Mathematics,78,A-,6,Average. Put more effort into homework.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Integrated Science,74,B+,7,Steady progress. Do more revision.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Social Studies,64,B-,12,Very good performance. Focus on the few weak areas.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,73,B+,11,Good effort. Can improve with more practice.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Religious Education,79,A-,2,Needs significant improvement. Revise earlier topics.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Life Skills Education,74,B+,6,Average. Put more effort into homework.
