Date,Admission No,Student Name,Class,Status,Reason
2026-01-06,ADM-1528,Simon Obiero,Grade 9 A,PRESENT,
2026-01-06,ADM-1529,Beatrice Gatwiri,Grade 9 A,PRESENT,
2026-01-06,ADM-1530,Ibrahim Ali,Grade 9 A,PRESENT,
2026-01-06,ADM-1531,Winnie Gatwiri,Grade 9 A,PRESENT,
2026-01-06,ADM-1532,Gladys Kamau,Grade 9 A,PRESENT,
2026-01-06,ADM-1533,Kevin Mbithe,Grade 9 A,PRESENT,
2026-01-06,ADM-1534,Lilian Mburu,Grade 9 A,ABSENT,OTHER
2026-01-06,ADM-1535,Hillary Owino,Grade 9 A,PRESENT,
2026-01-06,ADM-1536,Caleb Hassan,Grade 9 A,PRESENT,
2026-01-06,ADM-1537,Trevor Maina,Grade 9 A,PRESENT,
2026-01-06,ADM-1538,Grace Waweru,Grade 9 A,PRESENT,
2026-01-06,ADM-1539,Simon Mwirigi,Grade 9 B,PRESENT,
2026-01-06,ADM-1540,Emmanuel Abdalla,Grade 9 B,PRESENT,
2026-01-06,ADM-1541,Sarah Kithinji,Grade 9 B,PRESENT,
2026-01-06,ADM-1542,Patrick Sironka,Grade 9 B,PRESENT,
2026-01-06,ADM-1543,Susan Mutoro,Grade 9 B,PRESENT,
2026-01-06,ADM-1544,Joseph Maina,Grade 9 B,PRESENT,
2026-01-06,ADM-1545,Brenda Kariuki,Grade 9 B,PRESENT,
2026-01-06,ADM-1546,Nathaniel Njeri,Grade 9 B,PRESENT,
2026-01-06,ADM-1547,Benjamin Langat,Grade 9 B,PRESENT,
2026-01-06,ADM-1548,Tabitha Mutua,Grade 9 B,PRESENT,
2026-01-06,ADM-1549,Moses Syombua,Grade 9 B,PRESENT,
2026-01-06,ADM-1550,Godfrey Wambua,Grade 9 B,PRESENT,
2026-01-06,ADM-1551,Charity Kimeu,Grade 9 B,PRESENT,
2026-01-06,ADM-1552,Gloria Chemtai,Grade 9 B,PRESENT,
2026-01-06,ADM-1553,Godfrey Makhoha,Grade 9 B,PRESENT,
2026-01-06,ADM-1554,Lawrence Wafula,Grade 9 B,PRESENT,
2026-01-06,ADM-1555,Benjamin Juma,Grade 9 B,PRESENT,
2026-01-06,ADM-1556,Veronica Mugo,Grade 9 B,ABSENT,OTHER
2026-01-06,ADM-1557,Harrison Odera,Grade 9 B,PRESENT,
2026-01-06,ADM-1558,Peter Igweta,Grade 9 B,PRESENT,
2026-01-06,ADM-1559,Monica Anyango,Grade 9 B,PRESENT,
2026-01-06,ADM-1560,Daniel Kamau,Grade 9 B,PRESENT,
2026-01-07,ADM-1001,Gideon Waweru,Grade 1 A,PRESENT,
2026-01-07,ADM-1002,George Ndolo,Grade 1 A,PRESENT,
2026-01-07,ADM-1003,John Njuguna,Grade 1 A,PRESENT,
2026-01-07,ADM-1004,Samuel Hassan,Grade 1 A,PRESENT,
2026-01-07,ADM-1005,Alice Farah,Grade 1 A,PRESENT,
2026-01-07,ADM-1006,Anthony Omar,Grade 1 A,PRESENT,
2026-01-07,ADM-1007,Abigail Mutuku,Grade 1 A,PRESENT,
2026-01-07,ADM-1008,Eric Odera,Grade 1 A,PRESENT,
2026-01-07,ADM-1009,Dorcas Bakari,Grade 1 A,PRESENT,
2026-01-07,ADM-1010,Kevin Pashua,Grade 1 A,PRESENT,
2026-01-07,ADM-1011,Winfred Bakari,Grade 1 A,PRESENT,
2026-01-07,ADM-1012,Diana Khaemba,Grade 1 A,PRESENT,
2026-01-07,ADM-1013,Purity Nzioka,Grade 1 A,LATE,REPORTED LATE
2026-01-07,ADM-1014,Eric Mutoro,Grade 1 A,PRESENT,
2026-01-07,ADM-1015,Yvonne Kariuki,Grade 1 A,PRESENT,
2026-01-07,ADM-1016,John Lugalia,Grade 1 A,PRESENT,
2026-01-07,ADM-1017,Fridah Oluoch,Grade 1 A,PRESENT,
2026-01-07,ADM-1018,Charity Sichangi,Grade 1 A,PRESENT,
2026-01-07,ADM-1019,Stephen Kinyua,Grade 1 A,PRESENT,
2026-01-07,ADM-1020,James Mganga,Grade 1 A,PRESENT,
2026-01-07,ADM-1021,Brenda Oduor,Grade 1 A,PRESENT,
2026-01-07,ADM-1022,Kiplangat Wafula,Grade 1 A,PRESENT,
2026-01-07,ADM-1023,Karen Makokha,Grade 1 A,PRESENT,
2026-01-07,ADM-1024,Tabitha Ndungu,Grade 1 A,PRESENT,
2026-01-07,ADM-1025,Mark Kioko,Grade 1 A,PRESENT,
2026-01-07,ADM-1026,Eric Obiero,Grade 1 A,PRESENT,
2026-01-07,ADM-1027,Michael Ndolo,Grade 1 A,PRESENT,
2026-01-07,ADM-1028,Lawrence Chemtai,Grade 1 A,PRESENT,
2026-01-07,ADM-1029,Emmanuel Njenga,Grade 1 A,PRESENT,
2026-01-07,ADM-1030,Yvonne Karanja,Grade 1 A,PRESENT,
2026-01-07,ADM-1031,Yvonne Njeri,Grade 1 A,PRESENT,
2026-01-07,ADM-1032,Esther Mutiso,Grade 1 A,LATE,REPORTED LATE
2026-01-07,ADM-1033,Daniel Noor,Grade 1 A,PRESENT,
2026-01-07,ADM-1034,Alice Metto,Grade 1 A,PRESENT,
2026-01-07,ADM-1035,Maureen Muthoka,Grade 1 B,PRESENT,
2026-01-07,ADM-1036,Alice Abdi,Grade 1 B,PRESENT,
2026-01-07,ADM-1037,Kipchoge Akoth,Grade 1 B,LATE,REPORTED LATE
2026-01-07,ADM-1038,Abigail Yusuf,Grade 1 B,PRESENT,
2026-01-07,ADM-1039,Peter Choge,Grade 1 B,PRESENT,
2026-01-07,ADM-1040,Joshua Nzioka,Grade 1 B,PRESENT,
2026-01-07,ADM-1041,Winnie Suleiman,Grade 1 B,PRESENT,
2026-01-07,ADM-1042,John Pekeri,Grade 1 B,LATE,REPORTED LATE
2026-01-07,ADM-1043,Judith Njuguna,Grade 1 B,PRESENT,
2026-01-07,ADM-1044,Joyce Mutoro,Grade 1 B,PRESENT,
2026-01-07,ADM-1045,Yvonne Choge,Grade 1 B,LATE,REPORTED LATE
2026-01-07,ADM-1046,Timothy Khisa,Grade 1 B,PRESENT,
2026-01-07,ADM-1047,Charles Njeru,Grade 1 B,PRESENT,
2026-01-07,ADM-1048,Vincent Wamalwa,Grade 1 B,PRESENT,
2026-01-07,ADM-1049,Isaac Mwirigi,Grade 1 B,PRESENT,
2026-01-07,ADM-1050,David Kaelo,Grade 1 B,PRESENT,
2026-01-07,ADM-1051,Purity Kioko,Grade 1 B,PRESENT,
2026-01-07,ADM-1052,Thomas Korir,Grade 1 B,PRESENT,
2026-01-07,ADM-1053,Zachary Omollo,Grade 1 B,PRESENT,
2026-01-07,ADM-1054,Sharon Kombo,Grade 1 B,PRESENT,
2026-01-07,ADM-1055,Luke Bunoro,Grade 1 B,PRESENT,
2026-01-07,ADM-1056,Dorcas Nassor,Grade 1 B,PRESENT,
2026-01-07,ADM-1057,Wesley Bakari,Grade 1 B,PRESENT,
2026-01-07,ADM-1058,Winfred Odera,Grade 1 B,PRESENT,
2026-01-07,ADM-1059,Trevor Syombua,Grade 1 B,PRESENT,
2026-01-07,ADM-1060,Nancy Musalia,Grade 1 B,PRESENT,
2026-01-07,ADM-1061,Eric Chepkirui,Grade 1 B,PRESENT,
2026-01-07,ADM-1062,Faith Owino,Grade 1 B,PRESENT,
2026-01-07,ADM-1063,Julia Kaelo,Grade 1 B,PRESENT,
2026-01-07,ADM-1064,Andrew Suleiman,Grade 1 B,PRESENT,
2026-01-07,ADM-1065,Julius Mutiso,Grade 1 B,PRESENT,
2026-01-07,ADM-1066,Nancy Abdi,Grade 1 B,PRESENT,
2026-01-07,ADM-1067,Joyce Kitonga,Grade 1 B,PRESENT,
2026-01-07,ADM-1068,Brenda Adan,Grade 1 C,PRESENT,
2026-01-07,ADM-1069,Purity Mwende,Grade 1 C,PRESENT,
2026-01-07,ADM-1070,Judith Khisa,Grade 1 C,PRESENT,
2026-01-07,ADM-1071,Stephen Wekesa,Grade 1 C,PRESENT,
2026-01-07,ADM-1072,Martin Bunoro,Grade 1 C,PRESENT,
2026-01-07,ADM-1073,Cynthia Zawadi,Grade 1 C,PRESENT,
2026-01-07,ADM-1074,Hillary Njenga,Grade 1 C,PRESENT,
2026-01-07,ADM-1075,Amara Mugambi,Grade 1 C,PRESENT,
2026-01-07,ADM-1076,Charles Kigen,Grade 1 C,LATE,REPORTED LATE
2026-01-07,ADM-1077,David Wanjala,Grade 1 C,PRESENT,
2026-01-07,ADM-1078,Lawrence Ciawi,Grade 1 C,PRESENT,
2026-01-07,ADM-1079,Benjamin Okello,Grade 1 C,PRESENT,
2026-01-07,ADM-1080,Samuel Sironka,Grade 1 C,ABSENT,FUNERAL
2026-01-07,ADM-1081,Nicholas Makokha,Grade 1 C,PRESENT,
2026-01-07,ADM-1082,Rebecca Ndolo,Grade 1 C,PRESENT,
2026-01-07,ADM-1083,William Masinde,Grade 1 C,PRESENT,
2026-01-07,ADM-1084,Victor Maina,Grade 1 C,PRESENT,
2026-01-07,ADM-1085,Mercy Mburu,Grade 1 C,PRESENT,
2026-01-07,ADM-1086,Timothy Kaelo,Grade 1 C,PRESENT,
2026-01-07,ADM-1087,Dorcas Mwinyi,Grade 1 C,PRESENT,
2026-01-07,ADM-1088,Frank Ndungu,Grade 1 C,PRESENT,
2026-01-07,ADM-1089,Faith Githinji,Grade 1 C,PRESENT,
2026-01-07,ADM-1090,Alex Akoth,Grade 1 C,PRESENT,
2026-01-07,ADM-1091,Nathaniel Wekesa,Grade 1 C,PRESENT,
2026-01-07,ADM-1092,Olivia Pekeri,Grade 1 C,PRESENT,
2026-01-07,ADM-1093,Winfred Muthoka,Grade 1 C,PRESENT,
2026-01-07,ADM-1094,Nicholas Namukuru,Grade 1 C,PRESENT,
2026-01-07,ADM-1095,Faith Mutua,Grade 1 C,PRESENT,
2026-01-07,ADM-1096,Nancy Nandwa,Grade 1 C,PRESENT,
2026-01-07,ADM-1097,Judith Kosgei,Grade 1 C,PRESENT,
2026-01-07,ADM-1098,John Metto,Grade 1 C,PRESENT,
2026-01-07,ADM-1099,Dorcas Karanja,Grade 1 C,PRESENT,
2026-01-07,ADM-1100,Faith Choge,Grade 1 C,PRESENT,
2026-01-07,ADM-1101,Eric Musyoka,Grade 2 A,PRESENT,
2026-01-07,ADM-1102,Elijah Natepo,Grade 2 A,PRESENT,
2026-01-07,ADM-1103,Alex Tanui,Grade 2 A,PRESENT,
2026-01-07,ADM-1104,Emmanuel Ndolo,Grade 2 A,PRESENT,
2026-01-07,ADM-1105,Magdalene Mpaine,Grade 2 A,PRESENT,
2026-01-07,ADM-1106,Gideon Tanui,Grade 2 A,PRESENT,
2026-01-07,ADM-1107,Rachael Kiprop,Grade 2 A,PRESENT,
2026-01-07,ADM-1108,Harrison Kioko,Grade 2 A,PRESENT,
2026-01-07,ADM-1109,Tabitha Bunoro,Grade 2 A,LATE,REPORTED LATE
2026-01-07,ADM-1110,Andrew Leshan,Grade 2 A,ABSENT,FUNERAL
2026-01-07,ADM-1111,Samuel Nzioka,Grade 2 A,PRESENT,
2026-01-07,ADM-1112,Diana Njeri,Grade 2 A,PRESENT,
2026-01-07,ADM-1113,Joyce Njoroge,Grade 2 A,PRESENT,
2026-01-07,ADM-1114,Fridah Kimeu,Grade 2 A,PRESENT,
2026-01-07,ADM-1115,Caleb Kioko,Grade 2 A,PRESENT,
2026-01-07,ADM-1116,Hillary Odhiambo,Grade 2 A,PRESENT,
2026-01-07,ADM-1117,Martin Zawadi,Grade 2 A,PRESENT,
2026-01-07,ADM-1118,Alex Mwangi,Grade 2 A,PRESENT,
2026-01-07,ADM-1119,Sharon Githinji,Grade 2 A,ABSENT,FUNERAL
2026-01-07,ADM-1120,Shalom Syombua,Grade 2 A,PRESENT,
2026-01-07,ADM-1121,Faith Omar,Grade 2 A,PRESENT,
2026-01-07,ADM-1122,Charles Mutoro,Grade 2 A,PRESENT,
2026-01-07,ADM-1123,Joshua Gatwiri,Grade 2 A,PRESENT,
2026-01-07,ADM-1124,Peter Mutoro,Grade 2 A,PRESENT,
2026-01-07,ADM-1125,Donald Kiprop,Grade 2 A,PRESENT,
2026-01-07,ADM-1126,Rachael Mbithi,Grade 2 A,PRESENT,
2026-01-07,ADM-1127,James Natepo,Grade 2 A,PRESENT,
2026-01-07,ADM-1128,Amos Langat,Grade 2 A,PRESENT,
2026-01-07,ADM-1129,Olivia Suleiman,Grade 2 A,PRESENT,
2026-01-07,ADM-1130,Isaac Mpaine,Grade 2 A,PRESENT,
2026-01-07,ADM-1131,Joshua Sichangi,Grade 2 A,PRESENT,
2026-01-07,ADM-1132,Ian Abdi,Grade 2 A,PRESENT,
2026-01-07,ADM-1133,Timothy Maundu,Grade 2 B,PRESENT,
2026-01-07,ADM-1134,Eric Kosgei,Grade 2 B,PRESENT,
2026-01-07,ADM-1135,Amara Abdalla,Grade 2 B,PRESENT,
2026-01-07,ADM-1136,Hillary Adhiambo,Grade 2 B,PRESENT,
2026-01-07,ADM-1137,Patrick Hassan,Grade 2 B,PRESENT,
2026-01-07,ADM-1138,Alex Juma,Grade 2 B,PRESENT,
2026-01-07,ADM-1139,Trevor Kinyua,Grade 2 B,PRESENT,
2026-01-07,ADM-1140,Judith Farah,Grade 2 B,PRESENT,
2026-01-07,ADM-1141,Purity Maundu,Grade 2 B,PRESENT,
2026-01-07,ADM-1142,Kiplangat Syombua,Grade 2 B,PRESENT,
2026-01-07,ADM-1143,Esther Sironka,Grade 2 B,PRESENT,
2026-01-07,ADM-1144,Harrison Njoroge,Grade 2 B,PRESENT,
2026-01-07,ADM-1145,Wesley Mwende,Grade 2 B,PRESENT,
2026-01-07,ADM-1146,Gloria Khisa,Grade 2 B,PRESENT,
2026-01-07,ADM-1147,Francis Khamis,Grade 2 B,PRESENT,
2026-01-07,ADM-1148,Moses Omondi,Grade 2 B,PRESENT,
2026-01-07,ADM-1149,Anthony Igweta,Grade 2 B,PRESENT,
2026-01-07,ADM-1150,Michael Mwangi,Grade 2 B,PRESENT,
2026-01-07,ADM-1151,Grace Juma,Grade 2 B,LATE,REPORTED LATE
2026-01-07,ADM-1152,Dorcas Khisa,Grade 2 B,PRESENT,
2026-01-07,ADM-1153,Hellen Langat,Grade 2 B,PRESENT,
2026-01-07,ADM-1154,Naomi Kiptum,Grade 2 B,PRESENT,
2026-01-07,ADM-1155,Wesley Njoroge,Grade 2 B,PRESENT,
2026-01-07,ADM-1156,Susan Nthiga,Grade 2 B,PRESENT,
2026-01-07,ADM-1157,Alex Hassan,Grade 2 B,PRESENT,
2026-01-07,ADM-1158,David Kimeu,Grade 2 B,PRESENT,
2026-01-07,ADM-1159,Francis Wamalwa,Grade 2 B,PRESENT,
2026-01-07,ADM-1160,Sonia Chemtai,Grade 2 B,PRESENT,
2026-01-07,ADM-1161,Gladys Onyango,Grade 2 B,PRESENT,
2026-01-07,ADM-1162,Monica Njenga,Grade 2 B,PRESENT,
2026-01-07,ADM-1163,Harrison Muthoka,Grade 2 B,PRESENT,
2026-01-07,ADM-1164,Janet Maina,Grade 2 B,PRESENT,
2026-01-07,ADM-1165,Vincent Chemtai,Grade 3 A,PRESENT,
2026-01-07,ADM-1166,Kennedy Leshan,Grade 3 A,PRESENT,
2026-01-07,ADM-1167,Dennis Mganga,Grade 3 A,PRESENT,
2026-01-07,ADM-1168,Wesley Baariu,Grade 3 A,PRESENT,
2026-01-07,ADM-1169,Edna Igweta,Grade 3 A,PRESENT,
2026-01-07,ADM-1170,Thomas Oduor,Grade 3 A,PRESENT,
2026-01-07,ADM-1171,Julia Mwangi,Grade 3 A,PRESENT,
2026-01-07,ADM-1172,Judith Khamis,Grade 3 A,PRESENT,
2026-01-07,ADM-1173,Fridah Mutua,Grade 3 A,PRESENT,
2026-01-07,ADM-1174,Frank Kinyua,Grade 3 A,PRESENT,
2026-01-07,ADM-1175,George Auma,Grade 3 A,PRESENT,
2026-01-07,ADM-1176,Anthony Wekesa,Grade 3 A,PRESENT,
2026-01-07,ADM-1177,Emmanuel Anyango,Grade 3 A,PRESENT,
2026-01-07,ADM-1178,Abigail Wanjala,Grade 3 A,PRESENT,
2026-01-07,ADM-1179,Patrick Ruto,Grade 3 A,PRESENT,
2026-01-07,ADM-1180,Beatrice Mpaine,Grade 3 A,PRESENT,
2026-01-07,ADM-1181,Meshack Hassan,Grade 3 A,PRESENT,
2026-01-07,ADM-1182,Dennis Barasa,Grade 3 A,PRESENT,
2026-01-07,ADM-1183,Martha Oluoch,Grade 3 A,PRESENT,
2026-01-07,ADM-1184,Kennedy Oluoch,Grade 3 A,PRESENT,
2026-01-07,ADM-1185,Priscilla Mwangi,Grade 3 A,PRESENT,
2026-01-07,ADM-1186,Julia Wanjala,Grade 3 A,ABSENT,OTHER
2026-01-07,ADM-1187,Donald Mutoro,Grade 3 A,PRESENT,
2026-01-07,ADM-1188,Eric Nandwa,Grade 3 A,PRESENT,
2026-01-07,ADM-1189,Faith Adan,Grade 3 A,PRESENT,
2026-01-07,ADM-1190,Karen Okoth,Grade 3 A,PRESENT,
2026-01-07,ADM-1191,Winfred Mwirigi,Grade 3 A,PRESENT,
2026-01-07,ADM-1192,James Akoth,Grade 3 A,PRESENT,
2026-01-07,ADM-1193,George Kiprop,Grade 3 A,PRESENT,
2026-01-07,ADM-1194,Winnie Kinyua,Grade 3 A,PRESENT,
2026-01-07,ADM-1195,Esther Choge,Grade 3 A,PRESENT,
2026-01-07,ADM-1196,Grace Nassor,Grade 3 A,PRESENT,
2026-01-07,ADM-1197,Trevor Njuguna,Grade 3 B,PRESENT,
2026-01-07,ADM-1198,James Mutuku,Grade 3 B,PRESENT,
2026-01-07,ADM-1199,Peninah Achieng,Grade 3 B,PRESENT,
2026-01-07,ADM-1200,Karen Maina,Grade 3 B,PRESENT,
2026-01-07,ADM-1201,Brenda Wambui,Grade 3 B,PRESENT,
2026-01-07,ADM-1202,Doreen Njeri,Grade 3 B,PRESENT,
2026-01-07,ADM-1203,Julius Onyango,Grade 3 B,PRESENT,
2026-01-07,ADM-1204,Irene Pashua,Grade 3 B,PRESENT,
2026-01-07,ADM-1205,Kennedy Kitonga,Grade 3 B,PRESENT,
2026-01-07,ADM-1206,Faith Kathambi,Grade 3 B,PRESENT,
2026-01-07,ADM-1207,Teresia Baariu,Grade 3 B,PRESENT,
2026-01-07,ADM-1208,Edwin Abdalla,Grade 3 B,PRESENT,
2026-01-07,ADM-1209,Meshack Wafula,Grade 3 B,PRESENT,
2026-01-07,ADM-1210,Kipchoge Mwinyi,Grade 3 B,PRESENT,
2026-01-07,ADM-1211,Mark Pashua,Grade 3 B,PRESENT,
2026-01-07,ADM-1212,Grace Langat,Grade 3 B,PRESENT,
2026-01-07,ADM-1213,Julia Njuguna,Grade 3 B,PRESENT,
2026-01-07,ADM-1214,Thomas Mwende,Grade 3 B,PRESENT,
2026-01-07,ADM-1215,Edwin Namukuru,Grade 3 B,PRESENT,
2026-01-07,ADM-1216,Joseph Kirimi,Grade 3 B,PRESENT,
2026-01-07,ADM-1217,Elijah Odera,Grade 3 B,PRESENT,
2026-01-07,ADM-1218,Gideon Kitonga,Grade 3 B,PRESENT,
2026-01-07,ADM-1219,Francis Okoth,Grade 3 B,PRESENT,
2026-01-07,ADM-1220,Gloria Odhiambo,Grade 3 B,PRESENT,
2026-01-07,ADM-1221,Monica Kombo,Grade 3 B,PRESENT,
2026-01-07,ADM-1222,Abigail Khisa,Grade 3 B,PRESENT,
2026-01-07,ADM-1223,Simon Gitau,Grade 3 B,PRESENT,
2026-01-07,ADM-1224,Frank Abdalla,Grade 3 B,PRESENT,
2026-01-07,ADM-1225,Zachary Oluoch,Grade 3 B,PRESENT,
2026-01-07,ADM-1226,Vincent Ciawi,Grade 3 B,PRESENT,
2026-01-07,ADM-1227,Susan Wamalwa,Grade 3 B,PRESENT,
2026-01-07,ADM-1228,Michael Wambua,Grade 3 B,PRESENT,
2026-01-07,ADM-1229,Wesley Noor,Grade 4 A,PRESENT,
2026-01-07,ADM-1230,Felix Masinde,Grade 4 A,PRESENT,
2026-01-07,ADM-1231,Caleb Maundu,Grade 4 A,PRESENT,
2026-01-07,ADM-1232,Naomi Wambua,Grade 4 A,PRESENT,
2026-01-07,ADM-1233,Michael Syombua,Grade 4 A,PRESENT,
2026-01-07,ADM-1234,William Omollo,Grade 4 A,PRESENT,
2026-01-07,ADM-1235,Kennedy Chemtai,Grade 4 A,PRESENT,
2026-01-07,ADM-1236,Harrison Kitonga,Grade 4 A,PRESENT,
2026-01-07,ADM-1237,Teresia Kinyua,Grade 4 A,PRESENT,
2026-01-07,ADM-1238,Kiplangat Sichangi,Grade 4 A,PRESENT,
2026-01-07,ADM-1239,Kiplangat Pekeri,Grade 4 A,PRESENT,
2026-01-07,ADM-1240,Joshua Ciawi,Grade 4 A,PRESENT,
2026-01-07,ADM-1241,Trevor Igweta,Grade 4 A,ABSENT,SICKNESS
2026-01-07,ADM-1242,Emily Gatwiri,Grade 4 A,PRESENT,
2026-01-07,ADM-1243,Anthony Muthoka,Grade 4 A,PRESENT,
2026-01-07,ADM-1244,Magdalene Nzomo,Grade 4 A,PRESENT,
2026-01-07,ADM-1245,Michael Wamalwa,Grade 4 A,PRESENT,
2026-01-07,ADM-1246,Brian Anyango,Grade 4 A,PRESENT,
2026-01-07,ADM-1247,Florence Farah,Grade 4 A,PRESENT,
2026-01-07,ADM-1248,Kevin Mutoro,Grade 4 A,PRESENT,
2026-01-07,ADM-1249,Teresia Kimeu,Grade 4 A,PRESENT,
2026-01-07,ADM-1250,Anthony Khisa,Grade 4 A,PRESENT,
2026-01-07,ADM-1251,Hellen Omondi,Grade 4 A,ABSENT,FUNERAL
2026-01-07,ADM-1252,Lilian Suleiman,Grade 4 A,PRESENT,
2026-01-07,ADM-1253,Martha Kimutai,Grade 4 A,PRESENT,
2026-01-07,ADM-1254,Kipchoge Kinyua,Grade 4 A,PRESENT,
2026-01-07,ADM-1255,Sophia Kithinji,Grade 4 A,PRESENT,
2026-01-07,ADM-1256,Lilian Ambani,Grade 4 A,PRESENT,
2026-01-07,ADM-1257,Thomas Adan,Grade 4 A,PRESENT,
2026-01-07,ADM-1258,Samuel Mugambi,Grade 4 A,PRESENT,
2026-01-07,ADM-1259,Lawrence Tianai,Grade 4 A,PRESENT,
2026-01-07,ADM-1260,Gloria Omollo,Grade 4 A,PRESENT,
2026-01-07,ADM-1261,Vincent Suleiman,Grade 4 B,PRESENT,
2026-01-07,ADM-1262,Cynthia Kithinji,Grade 4 B,PRESENT,
2026-01-07,ADM-1263,Sharon Kariuki,Grade 4 B,PRESENT,
2026-01-07,ADM-1264,Peninah Kimeu,Grade 4 B,PRESENT,
2026-01-07,ADM-1265,Magdalene Kaelo,Grade 4 B,PRESENT,
2026-01-07,ADM-1266,Kipchoge Wamalwa,Grade 4 B,PRESENT,
2026-01-07,ADM-1267,Charles Hassan,Grade 4 B,PRESENT,
2026-01-07,ADM-1268,Sarah Maina,Grade 4 B,ABSENT,FUNERAL
2026-01-07,ADM-1269,Doreen Kariuki,Grade 4 B,PRESENT,
2026-01-07,ADM-1270,Moses Kimutai,Grade 4 B,PRESENT,
2026-01-07,ADM-1271,Charity Chepkirui,Grade 4 B,PRESENT,
2026-01-07,ADM-1272,Catherine Mbithi,Grade 4 B,PRESENT,
2026-01-07,ADM-1273,Kiplangat Oduor,Grade 4 B,PRESENT,
2026-01-07,ADM-1274,Zipporah Kigen,Grade 4 B,PRESENT,
2026-01-07,ADM-1275,Florence Obiero,Grade 4 B,PRESENT,
2026-01-07,ADM-1276,Rachael Githinji,Grade 4 B,PRESENT,
2026-01-07,ADM-1277,Anthony Njoroge,Grade 4 B,ABSENT,TRAVEL
2026-01-07,ADM-1278,Mark Pekeri,Grade 4 B,PRESENT,
2026-01-07,ADM-1279,Joyce Lugalia,Grade 4 B,PRESENT,
2026-01-07,ADM-1280,Samuel Nandwa,Grade 4 B,PRESENT,
2026-01-07,ADM-1281,Collins Kipchumba,Grade 4 B,PRESENT,
2026-01-07,ADM-1282,Timothy Chebet,Grade 4 B,PRESENT,
2026-01-07,ADM-1283,Timothy Kamau,Grade 4 B,PRESENT,
2026-01-07,ADM-1284,Caleb Kamau,Grade 4 B,PRESENT,
2026-01-07,ADM-1285,Tabitha Oluoch,Grade 4 B,PRESENT,
2026-01-07,ADM-1286,Kipchoge Anyango,Grade 4 B,PRESENT,
2026-01-07,ADM-1287,Zachary Namukuru,Grade 4 B,PRESENT,
2026-01-07,ADM-1288,Caleb Wanjala,Grade 4 B,PRESENT,
2026-01-07,ADM-1289,Hellen Odhiambo,Grade 4 B,PRESENT,
2026-01-07,ADM-1290,Moses Omollo,Grade 4 B,PRESENT,
2026-01-07,ADM-1291,Dorcas Ruto,Grade 4 B,PRESENT,
2026-01-07,ADM-1292,Dorcas Suleiman,Grade 4 B,PRESENT,
2026-01-07,ADM-1293,Vincent Makokha,Grade 5 A,PRESENT,
2026-01-07,ADM-1294,Edna Juma,Grade 5 A,PRESENT,
2026-01-07,ADM-1295,Mercy Karanja,Grade 5 A,PRESENT,
2026-01-07,ADM-1296,Hannah Njuguna,Grade 5 A,PRESENT,
2026-01-07,ADM-1297,John Leshan,Grade 5 A,PRESENT,
2026-01-07,ADM-1298,Joyce Noor,Grade 5 A,PRESENT,
2026-01-07,ADM-1299,Alex Korir,Grade 5 A,PRESENT,
2026-01-07,ADM-1300,Lawrence Musalia,Grade 5 A,PRESENT,
2026-01-07,ADM-1301,Veronica Mutiso,Grade 5 A,PRESENT,
2026-01-07,ADM-1302,Dorcas Syombua,Grade 5 A,PRESENT,
2026-01-07,ADM-1303,Brian Omondi,Grade 5 A,PRESENT,
2026-01-07,ADM-1304,Priscilla Wafula,Grade 5 A,PRESENT,
2026-01-07,ADM-1305,Patrick Tanui,Grade 5 A,PRESENT,
2026-01-07,ADM-1306,Anthony Kimeu,Grade 5 A,PRESENT,
2026-01-07,ADM-1307,Kennedy Achieng,Grade 5 A,PRESENT,
2026-01-07,ADM-1308,Doreen Makokha,Grade 5 A,PRESENT,
2026-01-07,ADM-1309,Ibrahim Natepo,Grade 5 A,ABSENT,FUNERAL
2026-01-07,ADM-1310,Kipchoge Adhiambo,Grade 5 A,PRESENT,
2026-01-07,ADM-1311,Amos Chepkirui,Grade 5 A,PRESENT,
2026-01-07,ADM-1312,Esther Kipsang,Grade 5 A,PRESENT,
2026-01-07,ADM-1313,Shalom Kimutai,Grade 5 A,PRESENT,
2026-01-07,ADM-1314,Donald Njenga,Grade 5 A,PRESENT,
2026-01-07,ADM-1315,Abigail Kinyua,Grade 5 A,PRESENT,
2026-01-07,ADM-1316,Winfred Kariuki,Grade 5 A,ABSENT,OTHER
2026-01-07,ADM-1317,Ian Omar,Grade 5 A,PRESENT,
2026-01-07,ADM-1318,Teresia Mutuku,Grade 5 A,PRESENT,
2026-01-07,ADM-1319,Trevor Adhiambo,Grade 5 A,PRESENT,
2026-01-07,ADM-1320,George Okello,Grade 5 A,PRESENT,
2026-01-07,ADM-1321,Dorcas Maina,Grade 5 A,PRESENT,
2026-01-07,ADM-1322,Sonia Simiyu,Grade 5 A,PRESENT,
2026-01-07,ADM-1323,Daniel Maina,Grade 5 A,PRESENT,
2026-01-07,ADM-1324,Tabitha Sironka,Grade 5 A,PRESENT,
2026-01-07,ADM-1325,Veronica Pekeri,Grade 5 B,PRESENT,
2026-01-07,ADM-1326,Peter Mwakisha,Grade 5 B,PRESENT,
2026-01-07,ADM-1327,Florence Kipsang,Grade 5 B,PRESENT,
2026-01-07,ADM-1328,Anthony Namukuru,Grade 5 B,ABSENT,OTHER
2026-01-07,ADM-1329,Sophia Wekesa,Grade 5 B,LATE,REPORTED LATE
