FirstName,LastName,Admission No,Class,Stream,Gender,Date of Birth,Admission Date,Status,Guardian Name,Relationship,Guardian Phone,Alternative Phone,Guardian Email,Home Address,Emergency Contact,Emergency Phone
Tabitha,Mugambi,ADM-1385,Grade 6,A,Female,2014-09-11,2021-05-12,Active,Andrew Mugambi,Father,0762 410 154,,andrew.mugambi@yahoo.com,"South B, Nakuru",Martha Abdi,0701 285 941
Brian,Namukuru,ADM-1386,Grade 6,A,Male,2014-02-04,2021-08-08,Active,Faith Namukuru,Mother,0740 467 676,,faith.namukuru@protonmail.com,"Milimani Estate, Kilifi",Daniel Njoroge,0712 428 944
Yvonne,Kinyua,ADM-1387,Grade 6,A,Female,2014-05-19,2021-04-19,Active,Anthony Kinyua,Father,0740 913 162,0733 385 900,anthony.kinyua@yahoo.com,"Umoja, Nakuru",Moses Kosgei,0740 309 208
Maureen,Akoth,ADM-1388,Grade 6,B,Female,2015-11-11,2022-10-05,Active,Gideon Akoth,Father,0712 170 879,,gideon.akoth@protonmail.com,"Annex, Nakuru",Peninah Mwende,0772 440 876
Damaris,Mwirigi,ADM-1389,Grade 6,B,Female,2014-01-26,2024-03-13,Active,Nancy Mwirigi,Mother,0711 197 808,0751 455 383,nancy.mwirigi@gmail.com,"Embakasi, Uasin Gishu",Naomi Natepo,0712 357 233
Alex,Sein,ADM-1390,Grade 6,B,Male,2015-07-15,2022-10-10,Active,Martha Sein,Grandmother,0711 594 638,,martha.sein@gmail.com,"Kimumu, Nakuru",Eunice Ndolo,0772 891 747
Dennis,Otieno,ADM-1391,Grade 6,B,Male,2014-11-22,2021-09-08,Active,Ibrahim Otieno,Father,0782 312 403,0772 615 227,ibrahim.otieno@gmail.com,"Kondele, Makueni",Magdalene Naisoi,0751 426 647
George,Gatwiri,ADM-1392,Grade 6,B,Male,2014-11-09,2021-09-12,Active,Patrick Gatwiri,Father,0782 505 479,0733 825 593,patrick.gatwiri@yahoo.com,"Lanet, Kakamega",Judith Kipchumba,0722 538 362
Grace,Otieno,ADM-1393,Grade 6,B,Female,2014-02-28,2025-01-06,Active,Simon Otieno,Father,0740 275 915,,simon.otieno@protonmail.com,"Milimani Kisumu, Kisumu",Alex Achieng,0711 324 585
Mark,Korir,ADM-1394,Grade 6,B,Male,2015-12-11,2022-08-10,Active,James Korir,Father,0701 512 394,0792 763 797,james.korir@gmail.com,"Donholm, Machakos",Amara Namukuru,0701 726 534
Lilian,Muthoka,ADM-1395,Grade 6,B,Female,2015-06-26,2022-01-09,Active,Joyce Muthoka,Aunt,0712 321 241,,joyce.muthoka@protonmail.com,"Kaptembwo, Kiambu",Sonia Nthiga,0762 291 372
Wesley,Onyango,ADM-1396,Grade 6,B,Male,2014-11-04,2024-07-20,Active,Felix Onyango,Father,0701 165 992,,felix.onyango@outlook.com,"Kiamunyi, Bungoma",Samuel Zawadi,0740 875 518
Donald,Obiero,ADM-1397,Grade 6,B,Male,2015-05-08,2021-08-19,Active,James Obiero,Father,0782 753 795,0751 960 881,james.obiero@yahoo.com,"Embakasi, Nairobi",David Mganga,0712 157 246
Daniel,Nandwa,ADM-1398,Grade 6,B,Male,2015-09-06,2023-01-02,Active,Irene Nandwa,Mother,0733 506 413,0740 835 762,irene.nandwa@icloud.com,"Olasiti, Arusha",Emmanuel Gitau,0711 499 601
Ibrahim,Wambua,ADM-1399,Grade 6,B,Male,2014-03-02,2021-01-12,Active,Amos Wambua,Father,0712 713 333,0701 105 740,amos.wambua@gmail.com,"Sakina, Kiambu",Mark Lugalia,0740 591 713
Grace,Khisa,ADM-1400,Grade 6,B,Female,2014-03-13,2021-01-12,Active,David Khisa,Uncle,0701 568 672,0751 676 182,,"Annex, Makueni",Martin Nandwa,0733 631 286
Nancy,Anyango,ADM-1401,Grade 6,B,Female,2014-02-11,2024-11-09,Active,Eric Anyango,Father,0740 769 999,,eric.anyango@protonmail.com,"Kiamunyi, Makueni",Monica Okello,0792 302 479
Amos,Kithinji,ADM-1402,Grade 6,B,Male,2015-09-19,2024-05-11,Active,David Kithinji,Father,0722 348 559,0762 653 733,david.kithinji@protonmail.com,"Pioneer, Nakuru",Karen Suleiman,0762 668 848
Kevin,Barasa,ADM-1403,Grade 6,B,Male,2014-03-06,2021-03-03,Active,Agnes Barasa,Mother,0701 556 595,0701 359 846,agnes.barasa@protonmail.com,"Donholm, Machakos",Agnes Kimani,0772 410 184
Felix,Owuor,ADM-1404,Grade 6,B,Male,2014-11-08,2024-10-28,Active,Mark Owuor,Father,0722 313 290,0711 565 605,mark.owuor@protonmail.com,"Kaptembwo, Uasin Gishu",Priscilla Mwangi,0772 405 358
Patrick,Kombo,ADM-1405,Grade 6,B,Male,2015-09-24,2023-08-13,Active,Maureen Kombo,Mother,0751 596 548,,,"Bahati, Nakuru",Sharon Anyango,0733 302 861
Beth,Kilonzo,ADM-1406,Grade 6,B,Female,2014-06-12,2021-12-17,Active,Ian Kilonzo,Father,0782 405 908,,ian.kilonzo@icloud.com,"Kaptembwo, Uasin Gishu",David Kiptum,0711 221 256
Karen,Adhiambo,ADM-1407,Grade 6,B,Female,2015-12-14,2024-06-24,Active,Mark Adhiambo,Father,0792 998 944,0751 145 800,mark.adhiambo@protonmail.com,"Elgon View, Nakuru",Tabitha Kimeu,0792 718 894
Joshua,Leshan,ADM-1408,Grade 6,B,Male,2014-07-14,2023-04-09,Active,Samuel Leshan,Father,0772 662 478,0772 192 221,,"Lanet, Makueni",Collins Muthoka,0722 836 789
Eunice,Bunoro,ADM-1409,Grade 6,B,Female,2014-11-27,2025-01-14,Active,Benjamin Bunoro,Father,0733 976 831,0740 355 203,,"Njiro, Uasin Gishu",Trevor Mugo,0722 711 338
Karen,Choge,ADM-1410,Grade 6,B,Female,2015-02-17,2021-05-19,Active,Harrison Choge,Father,0722 284 189,0762 351 419,harrison.choge@icloud.com,"Sakina, Makueni",Hannah Onyango,0782 952 883
Priscilla,Owino,ADM-1411,Grade 6,B,Female,2014-12-09,2021-02-13,Active,Purity Owino,Aunt,0751 142 409,,purity.owino@outlook.com,"Umoja, Kisumu",Karen Mwirigi,0701 716 746
Moses,Khaemba,ADM-1412,Grade 6,B,Male,2014-09-07,2022-02-24,Active,Hillary Khaemba,Father,0772 496 440,,,"Pioneer, Nakuru",Dennis Njoroge,0711 472 368
Beth,Kimutai,ADM-1413,Grade 6,B,Female,2015-11-13,2021-12-12,Active,Julius Kimutai,Father,0711 951 789,0782 535 766,julius.kimutai@icloud.com,"Sakina, Kisumu",Gloria Ciawi,0712 521 167
Timothy,Kioko,ADM-1414,Grade 6,B,Male,2015-02-11,2025-03-28,Active,Stephen Kioko,Grandfather,0751 752 488,0712 147 622,stephen.kioko@gmail.com,"Milimani Estate, Arusha",Beatrice Natepo,0772 343 401
Winnie,Ruto,ADM-1415,Grade 6,B,Female,2014-03-12,2021-08-19,Active,Elijah Ruto,Father,0772 371 842,0762 724 365,elijah.ruto@protonmail.com,"Kayole, Bungoma",Patrick Muthoka,0782 857 644
Daniel,Omondi,ADM-1416,Grade 6,B,Male,2014-06-15,2021-01-06,Active,Daniel Omondi,Father,0792 387 392,,daniel.omondi@gmail.com,"Milimani Kisumu, Kakamega",Stephen Mwende,0782 356 355
Hannah,Muthoka,ADM-1417,Grade 6,B,Female,2015-06-28,2021-06-10,Active,Kennedy Muthoka,Father,0782 434 320,0772 267 849,kennedy.muthoka@outlook.com,"Annex, Nakuru",Teresia Onyango,0751 802 708
Gideon,Omollo,ADM-1418,Grade 6,B,Male,2014-01-04,2021-02-12,Active,Sarah Omollo,Aunt,0701 634 625,0772 735 278,,"Obunga, Kisumu",Emily Mwende,0762 429 492
Catherine,Zawadi,ADM-1419,Grade 7,A,Female,2013-05-23,2022-05-22,Active,Francis Zawadi,Father,0701 183 974,,,"Lanet, Nairobi",Susan Omollo,0792 661 375
Nancy,Maundu,ADM-1420,Grade 7,A,Female,2014-07-12,2020-06-14,Active,Emmanuel Maundu,Father,0712 339 706,,,"Umoja, Arusha",Diana Sironka,0782 276 605
Nicholas,Njeru,ADM-1421,Grade 7,A,Male,2014-06-11,2020-08-18,Active,Beth Njeru,Grandmother,0722 402 103,0712 332 277,beth.njeru@outlook.com,"Embakasi, Nairobi",Doreen Oluoch,0740 526 384
Godfrey,Nzioka,ADM-1422,Grade 7,A,Male,2013-02-24,2020-05-02,Active,Nicholas Nzioka,Father,0772 859 120,,,"Kaptembwo, Nairobi",Joshua Masinde,0772 526 955
Sophia,Ruto,ADM-1423,Grade 7,A,Female,2013-11-04,2020-06-11,Active,Wesley Ruto,Father,0722 930 416,,wesley.ruto@outlook.com,"Manyatta, Uasin Gishu",Karen Tanui,0701 442 707
Olivia,Chemtai,ADM-1424,Grade 7,A,Female,2014-04-23,2020-07-23,Active,Dennis Chemtai,Father,0722 895 748,0751 754 957,dennis.chemtai@outlook.com,"Milimani Estate, Nakuru",Eunice Bakari,0762 603 246
Amara,Odera,ADM-1425,Grade 7,A,Female,2013-06-05,2020-03-25,Active,Nancy Odera,Grandmother,0740 717 658,,nancy.odera@yahoo.com,"Sakina, Nakuru",Brenda Njoroge,0772 990 919
Hellen,Sichangi,ADM-1426,Grade 7,A,Female,2014-11-26,2023-08-27,Active,Nicholas Sichangi,Grandfather,0712 951 950,0772 902 697,,"Olasiti, Nakuru",Stephen Pekeri,0722 850 922
David,Omollo,ADM-1427,Grade 7,A,Male,2013-01-07,2021-07-04,Active,Ibrahim Omollo,Grandfather,0712 684 106,,ibrahim.omollo@icloud.com,"Elgon View, Nakuru",Donald Juma,0782 337 641
Kennedy,Kaelo,ADM-1428,Grade 7,A,Male,2013-03-16,2021-11-27,Active,Gideon Kaelo,Father,0792 838 373,0792 374 485,gideon.kaelo@outlook.com,"Ruiru, Nairobi",Ibrahim Tanui,0762 703 147
Kevin,Chemtai,ADM-1429,Grade 7,A,Male,2013-05-18,2020-06-24,Active,Kiplangat Chemtai,Father,0701 721 625,0701 319 259,,"Pioneer, Mombasa",Beatrice Mwirigi,0751 371 939
Francis,Okello,ADM-1430,Grade 7,A,Male,2014-10-06,2021-01-22,Active,Martin Okello,Father,0740 909 965,,martin.okello@yahoo.com,"Sakina, Mombasa",Amos Karanja,0701 885 929
Charity,Owino,ADM-1431,Grade 7,A,Female,2014-04-25,2020-02-02,Active,Cynthia Owino,Guardian,0740 404 334,,cynthia.owino@gmail.com,"South B, Nakuru",Zipporah Ambani,0751 768 676
Elijah,Ochieng,ADM-1432,Grade 7,A,Male,2013-11-08,2020-04-24,Active,Julius Ochieng,Father,0772 101 805,,julius.ochieng@icloud.com,"Bahati, Machakos",Simon Kimani,0740 235 307
Olivia,Pashua,ADM-1433,Grade 7,A,Female,2013-11-18,2020-06-12,Active,Susan Pashua,Grandmother,0712 702 283,,susan.pashua@protonmail.com,"Kahawa Wendani, Arusha",Fridah Pashua,0762 165 992
Fridah,Obiero,ADM-1434,Grade 7,A,Female,2014-01-14,2020-02-14,Active,Dennis Obiero,Father,0772 190 817,,dennis.obiero@outlook.com,"Milimani Kisumu, Arusha",Cynthia Farah,0733 375 675
Julia,Wanjiku,ADM-1435,Grade 7,A,Female,2014-09-03,2020-08-10,Active,Caroline Wanjiku,Mother,0722 841 953,,caroline.wanjiku@icloud.com,"Milimani Kisumu, Nakuru",Joyce Hassan,0722 128 556
Felix,Odhiambo,ADM-1436,Grade 7,A,Male,2014-08-23,2023-01-28,Active,William Odhiambo,Uncle,0762 942 213,,william.odhiambo@gmail.com,"Kasarani, Mombasa",James Khamis,0711 221 924
Karen,Chemtai,ADM-1437,Grade 7,B,Female,2013-08-21,2023-02-23,Active,William Chemtai,Father,0762 985 447,,william.chemtai@yahoo.com,"Thika Road, Kisumu",Sarah Syombua,0772 916 235
Kipchoge,Omar,ADM-1438,Grade 7,B,Male,2014-09-22,2023-12-24,Active,Elijah Omar,Grandfather,0701 956 433,0772 853 306,elijah.omar@yahoo.com,"Nyawita, Uasin Gishu",Collins Maina,0701 496 564
James,Kosgei,ADM-1439,Grade 7,B,Male,2014-07-14,2022-12-09,Active,Ian Kosgei,Father,0733 731 667,,,"Thika Road, Kakamega",Patrick Omar,0762 885 328
Andrew,Syombua,ADM-1440,Grade 7,B,Male,2014-11-20,2020-06-22,Active,Joseph Syombua,Grandfather,0701 529 307,0751 901 542,joseph.syombua@gmail.com,"Obunga, Uasin Gishu",Godfrey Ali,0711 311 730
Damaris,Kinyua,ADM-1441,Grade 7,B,Female,2014-05-01,2020-07-17,Active,Wesley Kinyua,Father,0782 672 401,,wesley.kinyua@outlook.com,"Ruiru, Nakuru",Kevin Ruto,0701 437 841
Felix,Tuwei,ADM-1442,Grade 7,B,Male,2013-03-22,2020-02-21,Active,Peninah Tuwei,Mother,0712 518 599,,peninah.tuwei@gmail.com,"Section 58, Mombasa",Teresia Hassan,0701 667 867
Teresia,Tanui,ADM-1443,Grade 7,B,Female,2014-05-14,2020-03-20,Active,Rachael Tanui,Mother,0712 788 706,0782 457 707,rachael.tanui@gmail.com,"Milimani Kisumu, Uasin Gishu",Hillary Nzomo,0711 557 255
Benjamin,Wafula,ADM-1444,Grade 7,B,Male,2014-01-16,2020-10-26,Active,Vincent Wafula,Father,0711 573 419,,vincent.wafula@yahoo.com,"Kiamunyi, Nakuru",Catherine Mutoro,0792 747 439
John,Mwakisha,ADM-1445,Grade 7,B,Male,2014-03-17,2020-12-22,Active,Trevor Mwakisha,Grandfather,0712 199 506,0782 369 817,trevor.mwakisha@outlook.com,"Baraka, Nakuru",Frank Mganga,0751 872 203
Julius,Bunoro,ADM-1446,Grade 7,B,Male,2014-04-25,2020-04-10,Active,Lawrence Bunoro,Father,0762 733 967,,,"Umoja, Kisumu",Caroline Mutoro,0782 442 943
Kipchoge,Khisa,ADM-1447,Grade 7,B,Male,2014-09-25,2020-01-04,Active,Daniel Khisa,Uncle,0701 851 592,0711 932 694,daniel.khisa@yahoo.com,"Lake View, Kakamega",Alice Muthoka,0722 149 113
George,Anyango,ADM-1448,Grade 7,B,Male,2014-09-28,2020-12-05,Active,Frank Anyango,Father,0740 439 212,0762 715 843,frank.anyango@gmail.com,"Migosi, Nakuru",Agnes Njuguna,0762 861 730
James,Choge,ADM-1449,Grade 7,B,Male,2013-10-09,2020-12-05,Active,Amos Choge,Father,0772 661 325,0733 240 545,,"Lake View, Kakamega",Brian Ogot,0772 799 548
Irene,Njenga,ADM-1450,Grade 7,B,Female,2013-11-24,2020-09-12,Active,Veronica Njenga,Grandmother,0712 941 670,,,"Manyatta, Kakamega",Edna Mbithe,0792 711 613
Mercy,Auma,ADM-1451,Grade 7,B,Female,2013-01-24,2021-10-03,Active,Beth Auma,Aunt,0740 534 252,,,"Olasiti, Kiambu",Meshack Wamalwa,0722 266 806
Victor,Barasa,ADM-1452,Grade 7,B,Male,2014-12-17,2020-07-13,Active,Ibrahim Barasa,Father,0740 991 386,,ibrahim.barasa@yahoo.com,"Ruiru, Kiambu",Shalom Okello,0740 351 109
Zipporah,Nzomo,ADM-1453,Grade 7,B,Female,2014-01-01,2022-11-05,Active,Kevin Nzomo,Father,0733 336 764,0792 341 652,kevin.nzomo@outlook.com,"Ruiru, Nakuru",Fridah Njenga,0722 800 742
Eric,Salim,ADM-1454,Grade 7,B,Male,2014-01-09,2020-10-22,Active,Mark Salim,Father,0722 956 569,0740 839 925,mark.salim@gmail.com,"Thika Road, Machakos",Yvonne Ogot,0711 373 984
Mercy,Wafula,ADM-1455,Grade 7,C,Female,2013-01-07,2021-08-03,Active,Emmanuel Wafula,Father,0740 302 745,,emmanuel.wafula@outlook.com,"South B, Nakuru",Damaris Achieng,0792 222 518
Damaris,Wanjiku,ADM-1456,Grade 7,C,Female,2014-05-02,2020-09-19,Active,Lilian Wanjiku,Grandmother,0740 831 467,0762 336 729,lilian.wanjiku@yahoo.com,"Naka, Garissa",Diana Pekeri,0762 511 138
Maureen,Kipsang,ADM-1457,Grade 7,C,Female,2014-11-01,2020-11-01,Active,Eric Kipsang,Father,0751 238 358,0701 574 787,,"Kapsoya, Nairobi",Frank Mutua,0772 267 465
Tabitha,Metto,ADM-1458,Grade 7,C,Female,2013-08-04,2020-12-12,Active,Edwin Metto,Father,0772 179 728,0711 888 862,,"Langas, Nairobi",Gideon Masinde,0751 765 434
Felix,Kamau,ADM-1459,Grade 7,C,Male,2013-11-04,2021-08-03,Active,Stephen Kamau,Father,0712 271 821,0711 992 294,stephen.kamau@protonmail.com,"Kapsoya, Mombasa",Esther Pekeri,0712 580 362
Caleb,Nzioka,ADM-1460,Grade 7,C,Male,2014-01-28,2020-12-12,Active,Andrew Nzioka,Father,0772 239 729,,,"Nyalenda, Machakos",Julia Farah,0722 289 599
Frank,Tianai,ADM-1461,Grade 7,C,Male,2013-03-21,2020-08-22,Active,Gideon Tianai,Father,0733 902 262,0782 960 171,gideon.tianai@gmail.com,"Embakasi, Bungoma",Alex Mwinyi,0740 481 206
Sarah,Ciawi,ADM-1462,Grade 7,C,Female,2014-09-01,2021-02-02,Active,Yvonne Ciawi,Mother,0711 157 838,,yvonne.ciawi@gmail.com,"Naka, Nakuru",Godfrey Chemtai,0751 461 357
Joyce,Owino,ADM-1463,Grade 7,C,Female,2014-09-16,2020-05-16,Active,Sophia Owino,Mother,0711 960 987,0712 962 875,sophia.owino@outlook.com,"Umoja, Nakuru",Esther Natepo,0782 286 834
Edna,Auma,ADM-1464,Grade 7,C,Female,2014-03-25,2022-08-26,Active,Stephen Auma,Father,0751 824 177,,stephen.auma@gmail.com,"Huruma, Mombasa",Andrew Chepkoech,0762 921 180
Harrison,Kinyua,ADM-1465,Grade 7,C,Male,2013-10-02,2020-10-17,Active,Isaac Kinyua,Father,0711 928 413,,isaac.kinyua@gmail.com,"Elgon View, Machakos",Michael Njuguna,0711 118 666
Julius,Kithinji,ADM-1466,Grade 7,C,Male,2014-09-28,2020-04-13,Active,Timothy Kithinji,Father,0701 652 239,,timothy.kithinji@icloud.com,"Njiro, Kiambu",Moses Musalia,0712 249 132
Hillary,Kariuki,ADM-1467,Grade 7,C,Male,2013-05-15,2020-12-22,Active,Francis Kariuki,Father,0722 847 602,0772 163 630,francis.kariuki@outlook.com,"Milimani, Kiambu",Hannah Karanja,0740 954 443
Lawrence,Auma,ADM-1468,Grade 7,C,Male,2014-04-05,2020-06-19,Active,Amos Auma,Father,0772 408 501,0712 385 164,amos.auma@outlook.com,"Naka, Bungoma",Monica Mutiso,0701 521 575
William,Kinyua,ADM-1469,Grade 7,C,Male,2013-11-01,2020-10-13,Active,Maureen Kinyua,Guardian,0701 641 705,,maureen.kinyua@gmail.com,"Naka, Kilifi",Samuel Mwangi,0782 270 226
Gloria,Tanui,ADM-1470,Grade 7,C,Female,2013-08-04,2020-09-18,Active,Nancy Tanui,Grandmother,0711 502 934,,,"Langas, Mombasa",Karen Oduor,0733 567 938
Susan,Kimutai,ADM-1471,Grade 7,C,Female,2013-06-01,2020-04-22,Active,Julius Kimutai,Father,0733 115 177,0712 890 692,julius.kimutai@protonmail.com,"Kimandolu, Nakuru",Sonia Waweru,0711 986 991
Fridah,Zawadi,ADM-1472,Grade 7,C,Female,2014-07-13,2021-06-02,Active,Janet Zawadi,Mother,0733 257 387,,janet.zawadi@yahoo.com,"Njiro, Kisumu",Mercy Nandwa,0772 397 807
Charity,Simiyu,ADM-1473,Grade 8,A,Female,2013-07-04,2019-02-01,Active,Kipchoge Simiyu,Father,0782 562 761,,kipchoge.simiyu@yahoo.com,"Annex, Garissa",Kiplangat Sein,0712 568 184
Brian,Abdi,ADM-1474,Grade 8,A,Male,2013-09-25,2019-10-23,Active,Martin Abdi,Grandfather,0722 548 230,0722 501 643,martin.abdi@gmail.com,"South B, Nakuru",Trevor Akoth,0772 457 617
Amos,Mwirigi,ADM-1475,Grade 8,A,Male,2012-08-24,2020-06-11,Active,Karen Mwirigi,Mother,0711 470 593,0711 977 973,,"Naka, Kakamega",Veronica Ambani,0711 784 400
Samuel,Owuor,ADM-1476,Grade 8,A,Male,2013-03-21,2022-05-19,Active,Catherine Owuor,Mother,0722 991 559,0712 384 263,catherine.owuor@outlook.com,"Umoja, Garissa",Sophia Kipsang,0701 843 335
Tabitha,Muthoka,ADM-1477,Grade 8,A,Female,2013-11-10,2019-04-24,Active,Wesley Muthoka,Father,0722 945 840,,wesley.muthoka@icloud.com,"Sekei, Nairobi",Amara Achieng,0712 989 464
Beatrice,Ruto,ADM-1478,Grade 8,A,Female,2012-07-19,2023-04-14,Active,Wesley Ruto,Father,0722 539 430,0792 351 732,wesley.ruto@icloud.com,"Annex, Kilifi",Frank Makokha,0782 394 828
Olivia,Kosgei,ADM-1479,Grade 8,A,Female,2013-02-03,2022-02-01,Active,Mark Kosgei,Grandfather,0740 304 932,0740 983 805,mark.kosgei@icloud.com,"Bahati, Uasin Gishu",Wesley Muthoka,0751 183 635
Florence,Musalia,ADM-1480,Grade 8,A,Female,2012-02-02,2019-12-13,Active,Luke Musalia,Father,0751 524 136,0782 542 615,,"Lanet, Nakuru",Wesley Wanjala,0733 686 332
Veronica,Kithinji,ADM-1481,Grade 8,A,Female,2012-08-25,2019-02-02,Active,Kipchoge Kithinji,Father,0782 931 183,0792 338 295,kipchoge.kithinji@yahoo.com,"Naka, Bungoma",Fridah Tianai,0711 439 173
Mercy,Kinyua,ADM-1482,Grade 8,A,Female,2013-08-25,2020-05-24,Active,Edwin Kinyua,Father,0701 505 531,,,"Manyatta, Kiambu",Caroline Juma,0722 602 623
Sharon,Mburu,ADM-1483,Grade 8,A,Female,2012-04-02,2019-08-23,Active,Simon Mburu,Father,0782 625 349,,,"Kimumu, Makueni",Susan Tanui,0762 672 534
Amos,Bii,ADM-1484,Grade 8,A,Male,2012-07-04,2019-04-16,Active,Samuel Bii,Father,0782 272 229,0733 579 584,samuel.bii@protonmail.com,"Kimandolu, Garissa",Grace Adhiambo,0733 612 119
Edna,Sironka,ADM-1485,Grade 8,A,Female,2012-07-28,2021-08-09,Active,Kipchoge Sironka,Grandfather,0712 647 171,,kipchoge.sironka@yahoo.com,"Nyawita, Kilifi",Faith Karanja,0740 564 957
Yvonne,Mwende,ADM-1486,Grade 8,A,Female,2012-08-08,2023-10-07,Active,Thomas Mwende,Father,0740 760 876,,thomas.mwende@protonmail.com,"Kasarani, Uasin Gishu",Winfred Chepkoech,0711 967 717
Harrison,Gatwiri,ADM-1487,Grade 8,A,Male,2013-06-23,2020-10-10,Active,Hillary Gatwiri,Father,0722 303 821,0733 790 924,hillary.gatwiri@outlook.com,"Kaptembwo, Mombasa",Veronica Korir,0733 943 516
Nancy,Kioko,ADM-1488,Grade 8,A,Female,2012-01-18,2019-09-19,Active,Charity Kioko,Mother,0740 558 996,,,"Pioneer, Nakuru",Godfrey Makhoha,0751 357 560
Winnie,Kigen,ADM-1489,Grade 8,A,Female,2013-09-09,2020-07-06,Active,Kevin Kigen,Father,0701 648 993,0722 847 332,kevin.kigen@outlook.com,"Donholm, Nakuru",Winnie Khamis,0701 389 876
Andrew,Kiptum,ADM-1490,Grade 8,A,Male,2012-12-02,2019-09-19,Active,Moses Kiptum,Father,0701 604 494,0782 287 653,moses.kiptum@icloud.com,"Embakasi, Kisumu",Meshack Kitonga,0722 154 751
Damaris,Njeri,ADM-1491,Grade 8,A,Female,2012-06-06,2019-09-25,Active,Winnie Njeri,Mother,0762 973 727,0782 371 725,,"Embakasi, Nakuru",Timothy Njeru,0740 234 114
Benjamin,Ruto,ADM-1492,Grade 8,A,Male,2012-04-04,2019-12-23,Active,Simon Ruto,Father,0751 906 379,0792 405 297,,"Manyatta, Nakuru",Susan Mwangi,0772 571 712
Michael,Nasimiyu,ADM-1493,Grade 8,A,Male,2013-07-04,2019-04-19,Active,Francis Nasimiyu,Father,0772 892 490,,francis.nasimiyu@icloud.com,"Umoja, Mombasa",Simon Ndungu,0722 824 751
Moses,Mwirigi,ADM-1494,Grade 8,A,Male,2013-02-12,2019-07-11,Active,Judith Mwirigi,Aunt,0762 918 734,0711 837 861,judith.mwirigi@icloud.com,"Embakasi, Kiambu",Sharon Khisa,0762 652 854
Hannah,Naisoi,ADM-1495,Grade 8,B,Female,2012-04-05,2019-06-05,Active,Victor Naisoi,Father,0772 485 654,0792 990 895,victor.naisoi@protonmail.com,"Kayole, Bungoma",William Karanja,0701 743 146
Winnie,Wafula,ADM-1496,Grade 8,B,Female,2012-01-09,2019-01-18,Active,Peter Wafula,Father,0712 722 860,,peter.wafula@gmail.com,"Olasiti, Makueni",Mercy Wairimu,0740 107 106
Godfrey,Githinji,ADM-1497,Grade 8,B,Male,2013-12-15,2020-08-05,Active,Joseph Githinji,Father,0711 975 222,0722 461 142,joseph.githinji@protonmail.com,"Kasarani, Nakuru",Stephen Bakari,0740 768 508
Michael,Musalia,ADM-1498,Grade 8,B,Male,2012-05-09,2019-10-15,Active,Vincent Musalia,Father,0711 389 662,,,"Njiro, Makueni",Gladys Kiptum,0792 776 926
Eric,Mwanzia,ADM-1499,Grade 8,B,Male,2013-03-12,2019-02-02,Active,Andrew Mwanzia,Father,0722 880 459,,andrew.mwanzia@yahoo.com,"Manyatta, Nakuru",Martin Karanja,0772 407 704
Grace,Obiero,ADM-1500,Grade 8,B,Female,2013-03-05,2019-12-17,Active,Lawrence Obiero,Father,0782 515 483,,lawrence.obiero@outlook.com,"Kayole, Kiambu",Samuel Obiero,0740 226 221
Faith,Akoth,ADM-1501,Grade 8,B,Female,2012-09-24,2019-07-13,Active,Catherine Akoth,Mother,0751 184 996,,catherine.akoth@gmail.com,"Sakina, Bungoma",Martin Odhiambo,0722 270 238
Patrick,Ndungu,ADM-1502,Grade 8,B,Male,2012-10-18,2019-06-20,Active,Charles Ndungu,Father,0701 397 396,,charles.ndungu@gmail.com,"Nyawita, Mombasa",Esther Ali,0782 901 121
Amara,Igweta,ADM-1503,Grade 8,B,Female,2012-10-23,2019-03-05,Active,Caleb Igweta,Father,0733 926 205,0751 294 648,caleb.igweta@gmail.com,"Obunga, Bungoma",Francis Baariu,0701 706 864
Victor,Mwinyi,ADM-1504,Grade 8,B,Male,2012-11-22,2019-07-12,Active,Ian Mwinyi,Father,0751 203 679,,ian.mwinyi@yahoo.com,"Elgon View, Makueni",Francis Barasa,0733 402 178
Thomas,Chepkoech,ADM-1505,Grade 8,B,Male,2012-02-17,2019-01-01,Active,Samuel Chepkoech,Father,0711 933 849,0772 153 730,samuel.chepkoech@gmail.com,"Kayole, Garissa",Veronica Akoth,0711 490 300
Patrick,Lugalia,ADM-1506,Grade 8,B,Male,2012-08-16,2023-03-23,Active,Isaac Lugalia,Father,0782 832 252,,isaac.lugalia@icloud.com,"Thika Road, Arusha",Joshua Nassor,0751 819 885
Diana,Kipchumba,ADM-1507,Grade 8,B,Female,2013-05-12,2019-12-07,Active,Amos Kipchumba,Grandfather,0711 272 261,0762 931 548,amos.kipchumba@outlook.com,"Lanet, Arusha",Nathaniel Odhiambo,0792 162 625
Anthony,Wafula,ADM-1508,Grade 8,B,Male,2012-12-13,2019-08-08,Active,Beatrice Wafula,Mother,0711 622 521,0722 170 716,beatrice.wafula@yahoo.com,"Langas, Mombasa",Elijah Ciawi,0751 330 564
Veronica,Sironka,ADM-1509,Grade 8,B,Female,2012-02-21,2019-12-05,Active,Nancy Sironka,Mother,0740 765 685,,,"Kapsoya, Nakuru",Benjamin Kioko,0722 352 937
Caroline,Chemtai,ADM-1510,Grade 8,B,Female,2013-01-13,2023-11-06,Active,Vincent Chemtai,Father,0751 188 496,,vincent.chemtai@protonmail.com,"Pioneer, Kilifi",Beatrice Tianai,0712 550 318
Julius,Kimeu,ADM-1511,Grade 8,B,Male,2012-03-18,2023-12-08,Active,Stephen Kimeu,Father,0792 512 176,,,"Naka, Uasin Gishu",Emily Nandwa,0722 593 647
